25769803776,30064771073,REACHING_DEF,{ extends: ['@commitlint/config-conventional'] }
25769803776,30064771072,REACHING_DEF,{ extends: ['@commitlint/config-conventional'] }
25769803776,30064771072,REACHING_DEF,
25769803777,30064771075,REACHING_DEF,['@commitlint/config-conventional']
25769803777,30064771074,REACHING_DEF,['@commitlint/config-conventional']
25769803777,30064771074,REACHING_DEF,
25769803780,30064771084,REACHING_DEF,new Logger(AppController.name)
25769803780,30064771084,REACHING_DEF,
25769803795,30064771197,REACHING_DEF,new Logger(AppService.name)
25769803795,30064771197,REACHING_DEF,
25769803797,146028888065,REACHING_DEF,
25769803797,146028888065,REACHING_DEF,{ message: `Service ${AppService.name} working !!` }
25769803802,30064771234,REACHING_DEF,new Logger(RoleAliasesController.name)
25769803802,30064771234,REACHING_DEF,
25769803822,30064771442,REACHING_DEF,new Logger(RolesController.name)
25769803822,30064771442,REACHING_DEF,
25769803842,30064771629,REACHING_DEF,new Logger(TenantRoleAliasesController.name)
25769803842,30064771629,REACHING_DEF,
25769803863,30064771839,REACHING_DEF,new Logger(TenantsController.name)
25769803863,30064771839,REACHING_DEF,
25769803867,68719477475,REACHING_DEF,"{
      ...createTenantDto,
      name: name.trim(),
      url: url.trim().toLowerCase(),
      description: description.trim(),
    }"
25769803867,30064771857,REACHING_DEF,"{
      ...createTenantDto,
      name: name.trim(),
      url: url.trim().toLowerCase(),
      description: description.trim(),
    }"
25769803867,30064771857,REACHING_DEF,
25769803872,68719477531,REACHING_DEF,"{
      name: updateTenantDto.name.trim(),
      url: updateTenantDto.url.toLowerCase().trim(),
      description: updateTenantDto.description.trim(),
      ...updateTenantDto,
    }"
25769803872,30064771930,REACHING_DEF,"{
      name: updateTenantDto.name.trim(),
      url: updateTenantDto.url.toLowerCase().trim(),
      description: updateTenantDto.description.trim(),
      ...updateTenantDto,
    }"
25769803872,30064771926,REACHING_DEF,"{
      name: updateTenantDto.name.trim(),
      url: updateTenantDto.url.toLowerCase().trim(),
      description: updateTenantDto.description.trim(),
      ...updateTenantDto,
    }"
25769803872,30064771926,REACHING_DEF,
25769803886,30064772076,REACHING_DEF,new Logger(UserRoleByTenantsService.name)
25769803886,30064772076,REACHING_DEF,
25769803889,68719477683,REACHING_DEF,{ ...createUserRoleByTenantsDto }
25769803889,30064772087,REACHING_DEF,{ ...createUserRoleByTenantsDto }
25769803889,30064772087,REACHING_DEF,
25769803893,68719477718,REACHING_DEF,{ ...updateUserRoleByTenantDto }
25769803893,30064772134,REACHING_DEF,{ ...updateUserRoleByTenantDto }
