30064771072,CALL,1,,module.exports = { extends: ['@commitlint/config-conventional'] },0,STATIC_DISPATCH,,1,<operator>.assignment,<operator>.assignment,,,1,,,ANY
30064771073,CALL,1,,module.exports,0,STATIC_DISPATCH,,1,<operator>.fieldAccess,<operator>.fieldAccess,,,1,,,ANY
30064771074,CALL,1,,_tmp_0.extends = ['@commitlint/config-conventional'],19,STATIC_DISPATCH,,1,<operator>.assignment,<operator>.assignment,,,1,,,ANY
30064771075,CALL,1,,_tmp_0.extends,19,STATIC_DISPATCH,,1,<operator>.fieldAccess,<operator>.fieldAccess,,,1,,,ANY
30064771076,CALL,1,,_tmp_1 = __ecma.Array.factory(),28,STATIC_DISPATCH,,1,<operator>.assignment,<operator>.assignment,,,1,,,ANY
30064771077,CALL,2,,__ecma.Array.factory(),28,STATIC_DISPATCH,__ecma.Array.factory,1,__ecma.Array.factory,__ecma.Array.factory,,,2,,,ANY
30064771078,CALL,2,,"_tmp_1.push(""@commitlint/config-conventional"")",29,DYNAMIC_DISPATCH,,1,__ecma.Array:,,,,2,,,ANY
30064771079,CALL,-1,,_tmp_1.push,29,STATIC_DISPATCH,,1,<operator>.fieldAccess,<operator>.fieldAccess,,,1,,,ANY
30064771080,CALL,1,,"require(""@nestjs/common"")",0,DYNAMIC_DISPATCH,,1,src/app.controller.ts::program:require,require,,,1,,,ANY
30064771081,CALL,1,,"require(""@nestjs/common"")",0,DYNAMIC_DISPATCH,,1,src/app.controller.ts::program:require,require,,,1,,,ANY
30064771082,CALL,1,,"require(""@nestjs/common"")",0,DYNAMIC_DISPATCH,,1,src/app.controller.ts::program:require,require,,,1,,,ANY
30064771083,CALL,1,,"require(""./app.service"")",0,DYNAMIC_DISPATCH,,2,src/app.controller.ts::program:require,require,,,1,,,ANY
30064771084,CALL,1,,private readonly logger = new Logger(AppController.name);,2,STATIC_DISPATCH,,6,<operator>.assignment,<operator>.assignment,,,1,,,ANY
30064771085,CALL,1,,_tmp_0 = .alloc,28,STATIC_DISPATCH,,6,<operator>.assignment,<operator>.assignment,,,1,,,ANY
30064771086,CALL,2,,.alloc,28,STATIC_DISPATCH,,6,<operator>.alloc,<operator>.alloc,,,2,,,ANY
30064771087,CALL,2,,new Logger(AppController.name),28,DYNAMIC_DISPATCH,,6,@nestjs/common:Logger,<operator>.new,,,2,,,ANY
30064771088,CALL,1,,AppController.name,39,STATIC_DISPATCH,,6,<operator>.fieldAccess,<operator>.fieldAccess,,,3,,,ANY
30064771089,CALL,1,,this.logger.log('Calling service get Hello!'),4,DYNAMIC_DISPATCH,,11,@nestjs/common:Logger:log,log,,,1,,,ANY
30064771090,CALL,-1,,(_tmp_1 = this.logger).log,4,STATIC_DISPATCH,,11,<operator>.fieldAccess,<operator>.fieldAccess,,,1,,,ANY
30064771091,CALL,1,,(_tmp_1 = this.logger),4,STATIC_DISPATCH,,11,<operator>.assignment,<operator>.assignment,,,1,,,ANY
30064771092,CALL,2,,this.logger,4,STATIC_DISPATCH,,11,<operator>.fieldAccess,<operator>.fieldAccess,,,2,,,ANY
30064771093,CALL,1,,this.appService.getHello(),11,DYNAMIC_DISPATCH,AppService:getHello;src/app.service.ts::program:AppService:getHello;src/app:service:ts::program:AppService:getHello,12,<unknownFullName>,getHello,,,1,,,() => { message: __ecma.String; }
30064771094,CALL,-1,,(_tmp_2 = this.appService).getHello,11,STATIC_DISPATCH,,12,<operator>.fieldAccess,<operator>.fieldAccess,,,1,,,ANY
30064771095,CALL,1,,(_tmp_2 = this.appService),11,STATIC_DISPATCH,,12,<operator>.assignment,<operator>.assignment,,,1,,,ANY
30064771096,CALL,2,,this.appService,11,STATIC_DISPATCH,,12,<operator>.fieldAccess,<operator>.fieldAccess,,,2,,,ANY
30064771097,CALL,-1,,"var Controller = require(""@nestjs/common"").Controller",0,STATIC_DISPATCH,,1,<operator>.assignment,<operator>.assignment,,,1,,,ANY
30064771098,CALL,2,,"require(""@nestjs/common"").Controller",0,STATIC_DISPATCH,,1,<operator>.fieldAccess,<operator>.fieldAccess,,,2,,,ANY
30064771099,CALL,-1,,"var Get = require(""@nestjs/common"").Get",0,STATIC_DISPATCH,,1,<operator>.assignment,<operator>.assignment,,,2,,,ANY
30064771100,CALL,2,,"require(""@nestjs/common"").Get",0,STATIC_DISPATCH,,1,<operator>.fieldAccess,<operator>.fieldAccess,,,2,,,ANY
30064771101,CALL,-1,,"var Logger = require(""@nestjs/common"").Logger",0,STATIC_DISPATCH,,1,<operator>.assignment,<operator>.assignment,,,3,,,ANY
30064771102,CALL,2,,"require(""@nestjs/common"").Logger",0,STATIC_DISPATCH,,1,<operator>.fieldAccess,<operator>.fieldAccess,,,2,,,ANY
30064771103,CALL,2,,"var AppService = require(""./app.service"").AppService",0,STATIC_DISPATCH,,2,<operator>.assignment,<operator>.assignment,,,2,,,ANY
30064771104,CALL,2,,"require(""./app.service"").AppService",0,STATIC_DISPATCH,,2,<operator>.fieldAccess,<operator>.fieldAccess,,,2,,,ANY
30064771105,CALL,1,,AppController = src/app.controller.ts::program:AppController:<init>,0,STATIC_DISPATCH,,4,<operator>.assignment,<operator>.assignment,,,1,,,ANY
30064771106,CALL,2,,exports.AppController = AppController,0,STATIC_DISPATCH,,4,<operator>.assignment,<operator>.assignment,,,2,,,ANY
30064771107,CALL,1,,exports.AppController,0,STATIC_DISPATCH,,4,<operator>.fieldAccess,<operator>.fieldAccess,,,1,,,ANY
30064771108,CALL,1,,"require(""./shared/infrastructure/logger/pinoLoggerOptions"")",0,DYNAMIC_DISPATCH,,1,src/app.module.ts::program:require,require,,,1,,,ANY
30064771109,CALL,1,,"require(""@nestjs/typeorm"")",0,DYNAMIC_DISPATCH,,2,src/app.module.ts::program:require,require,,,1,,,ANY
30064771110,CALL,1,,"require(""./shared/infrastructure/persistance/postgre-sql/PostgresDataSource"")",0,DYNAMIC_DISPATCH,,3,src/app.module.ts::program:require,require,,,1,,,ANY
30064771111,CALL,1,,"require(""./shared/middleware/correlation-id/correlation-id.middleware"")",0,DYNAMIC_DISPATCH,,4,src/app.module.ts::program:require,require,,,1,,,ANY
30064771112,CALL,1,,"require(""@nestjs/common"")",0,DYNAMIC_DISPATCH,,5,src/app.module.ts::program:require,require,,,1,,,ANY
30064771113,CALL,1,,"require(""@nestjs/common"")",0,DYNAMIC_DISPATCH,,5,src/app.module.ts::program:require,require,,,1,,,ANY
30064771114,CALL,1,,"require(""@nestjs/common"")",0,DYNAMIC_DISPATCH,,5,src/app.module.ts::program:require,require,,,1,,,ANY
30064771115,CALL,1,,"require(""nestjs-pino"")",0,DYNAMIC_DISPATCH,,6,src/app.module.ts::program:require,require,,,1,,,ANY
30064771116,CALL,1,,"require(""./app.controller"")",0,DYNAMIC_DISPATCH,,7,src/app.module.ts::program:require,require,,,1,,,ANY
30064771117,CALL,1,,"require(""./app.service"")",0,DYNAMIC_DISPATCH,,8,src/app.module.ts::program:require,require,,,1,,,ANY
30064771118,CALL,1,,"require(""./context/users/users.module"")",0,DYNAMIC_DISPATCH,,9,src/app.module.ts::program:require,require,,,1,,,ANY
30064771119,CALL,1,,"require(""./context/roles/roles.module"")",0,DYNAMIC_DISPATCH,,10,src/app.module.ts::program:require,require,,,1,,,ANY
30064771120,CALL,1,,"require(""./context/role-aliases/role-aliases.module"")",0,DYNAMIC_DISPATCH,,11,src/app.module.ts::program:require,require,,,1,,,ANY
30064771121,CALL,1,,"require(""./context/user-role-by-tenants/user-role-by-tenants.module"")",0,DYNAMIC_DISPATCH,,12,src/app.module.ts::program:require,require,,,1,,,ANY
30064771122,CALL,1,,"require(""./context/tenant-role-aliases/tenant-role-aliases.module"")",0,DYNAMIC_DISPATCH,,13,src/app.module.ts::program:require,require,,,1,,,ANY
30064771123,CALL,1,,"_tmp_0.imports = [
    TypeOrmModule.forRoot(appPostgresDataSource),
    LoggerModule.forRoot(pinoOptions),
    UsersModule,
    RolesModule,
    RoleAliasesModule,
    UserRoleByTenantsModule,
    TenantRoleAliasModule,
  ]",2,STATIC_DISPATCH,,16,<operator>.assignment,<operator>.assignment,,,1,,,ANY
30064771124,CALL,1,,_tmp_0.imports,2,STATIC_DISPATCH,,16,<operator>.fieldAccess,<operator>.fieldAccess,,,1,,,ANY
30064771125,CALL,1,,_tmp_1 = __ecma.Array.factory(),11,STATIC_DISPATCH,,16,<operator>.assignment,<operator>.assignment,,,1,,,ANY
30064771126,CALL,2,,__ecma.Array.factory(),11,STATIC_DISPATCH,__ecma.Array.factory,16,__ecma.Array.factory,__ecma.Array.factory,,,2,,,ANY
30064771127,CALL,2,,_tmp_1.push(TypeOrmModule.forRoot(appPostgresDataSource)),4,DYNAMIC_DISPATCH,,17,<unknownFullName>,,,,2,,,ANY
30064771128,CALL,-1,,_tmp_1.push,4,STATIC_DISPATCH,,17,<operator>.fieldAccess,<operator>.fieldAccess,,,1,,,ANY
30064771129,CALL,1,,TypeOrmModule.forRoot(appPostgresDataSource),4,DYNAMIC_DISPATCH,,17,@nestjs/typeorm:TypeOrmModule:forRoot,forRoot,,,3,,,ANY
30064771130,CALL,-1,,TypeOrmModule.forRoot,4,STATIC_DISPATCH,,17,<operator>.fieldAccess,<operator>.fieldAccess,,,1,,,ANY
30064771131,CALL,3,,_tmp_1.push(LoggerModule.forRoot(pinoOptions)),4,DYNAMIC_DISPATCH,,18,<unknownFullName>,,,,3,,,ANY
30064771132,CALL,-1,,_tmp_1.push,4,STATIC_DISPATCH,,18,<operator>.fieldAccess,<operator>.fieldAccess,,,1,,,ANY
30064771133,CALL,1,,LoggerModule.forRoot(pinoOptions),4,DYNAMIC_DISPATCH,,18,nestjs-pino:LoggerModule:forRoot,forRoot,,,3,,,ANY
30064771134,CALL,-1,,LoggerModule.forRoot,4,STATIC_DISPATCH,,18,<operator>.fieldAccess,<operator>.fieldAccess,,,1,,,ANY
30064771135,CALL,4,,_tmp_1.push(UsersModule),4,DYNAMIC_DISPATCH,,19,<unknownFullName>,,,,4,,,ANY
30064771136,CALL,-1,,_tmp_1.push,4,STATIC_DISPATCH,,19,<operator>.fieldAccess,<operator>.fieldAccess,,,1,,,ANY
30064771137,CALL,5,,_tmp_1.push(RolesModule),4,DYNAMIC_DISPATCH,,20,<unknownFullName>,,,,5,,,ANY
30064771138,CALL,-1,,_tmp_1.push,4,STATIC_DISPATCH,,20,<operator>.fieldAccess,<operator>.fieldAccess,,,1,,,ANY
30064771139,CALL,6,,_tmp_1.push(RoleAliasesModule),4,DYNAMIC_DISPATCH,,21,<unknownFullName>,,,,6,,,ANY
30064771140,CALL,-1,,_tmp_1.push,4,STATIC_DISPATCH,,21,<operator>.fieldAccess,<operator>.fieldAccess,,,1,,,ANY
30064771141,CALL,7,,_tmp_1.push(UserRoleByTenantsModule),4,DYNAMIC_DISPATCH,,22,<unknownFullName>,,,,7,,,ANY
30064771142,CALL,-1,,_tmp_1.push,4,STATIC_DISPATCH,,22,<operator>.fieldAccess,<operator>.fieldAccess,,,1,,,ANY
30064771143,CALL,8,,_tmp_1.push(TenantRoleAliasModule),4,DYNAMIC_DISPATCH,,23,<unknownFullName>,,,,8,,,ANY
30064771144,CALL,-1,,_tmp_1.push,4,STATIC_DISPATCH,,23,<operator>.fieldAccess,<operator>.fieldAccess,,,1,,,ANY
30064771145,CALL,2,,_tmp_0.controllers = [AppController],2,STATIC_DISPATCH,,25,<operator>.assignment,<operator>.assignment,,,2,,,ANY
30064771146,CALL,1,,_tmp_0.controllers,2,STATIC_DISPATCH,,25,<operator>.fieldAccess,<operator>.fieldAccess,,,1,,,ANY
30064771147,CALL,1,,_tmp_2 = __ecma.Array.factory(),15,STATIC_DISPATCH,,25,<operator>.assignment,<operator>.assignment,,,1,,,ANY
30064771148,CALL,2,,__ecma.Array.factory(),15,STATIC_DISPATCH,__ecma.Array.factory,25,__ecma.Array.factory,__ecma.Array.factory,,,2,,,ANY
30064771149,CALL,2,,_tmp_2.push(AppController),16,DYNAMIC_DISPATCH,,25,<unknownFullName>,,,,2,,,ANY
30064771150,CALL,-1,,_tmp_2.push,16,STATIC_DISPATCH,,25,<operator>.fieldAccess,<operator>.fieldAccess,,,1,,,ANY
30064771151,CALL,3,,_tmp_0.providers = [AppService],2,STATIC_DISPATCH,,26,<operator>.assignment,<operator>.assignment,,,3,,,ANY
30064771152,CALL,1,,_tmp_0.providers,2,STATIC_DISPATCH,,26,<operator>.fieldAccess,<operator>.fieldAccess,,,1,,,ANY
30064771153,CALL,1,,_tmp_3 = __ecma.Array.factory(),13,STATIC_DISPATCH,,26,<operator>.assignment,<operator>.assignment,,,1,,,ANY
30064771154,CALL,2,,__ecma.Array.factory(),13,STATIC_DISPATCH,__ecma.Array.factory,26,__ecma.Array.factory,__ecma.Array.factory,,,2,,,ANY
30064771155,CALL,2,,_tmp_3.push(AppService),14,DYNAMIC_DISPATCH,,26,<unknownFullName>,,,,2,,,ANY
30064771156,CALL,-1,,_tmp_3.push,14,STATIC_DISPATCH,,26,<operator>.fieldAccess,<operator>.fieldAccess,,,1,,,ANY
30064771157,CALL,1,,consumer.apply(CorrelationIdMiddleware).forRoutes('*'),4,DYNAMIC_DISPATCH,,30,@nestjs/common:MiddlewareConsumer:apply:<returnValue>:forRoutes,forRoutes,,,1,,,ANY
30064771158,CALL,-1,,(_tmp_4 = consumer.apply(CorrelationIdMiddleware)).forRoutes,4,STATIC_DISPATCH,,30,<operator>.fieldAccess,<operator>.fieldAccess,,,1,,,ANY
30064771159,CALL,1,,(_tmp_4 = consumer.apply(CorrelationIdMiddleware)),4,STATIC_DISPATCH,,30,<operator>.assignment,<operator>.assignment,,,1,,,ANY
30064771160,CALL,2,,consumer.apply(CorrelationIdMiddleware),4,DYNAMIC_DISPATCH,,30,@nestjs/common:MiddlewareConsumer:apply,apply,,,2,,,ANY
30064771161,CALL,-1,,consumer.apply,4,STATIC_DISPATCH,,30,<operator>.fieldAccess,<operator>.fieldAccess,,,1,,,ANY
30064771162,CALL,1,,"var pinoOptions = require(""./shared/infrastructure/logger/pinoLoggerOptions"").pinoOptions",0,STATIC_DISPATCH,,1,<operator>.assignment,<operator>.assignment,,,1,,,ANY
